DOI,  "DOI_Stub"
10.1016/j.micromeso.2015.02.055, 10.1016j.micromeso.2015.02.055
10.1016/j.micromeso.2015.03.008, 10.1016j.micromeso.2015.03.008
10.1016/j.micromeso.2015.03.019, 10.1016j.micromeso.2015.03.019
10.1016/j.micromeso.2015.03.020, 10.1016j.micromeso.2015.03.020
10.1016/j.micromeso.2015.03.021, 10.1016j.micromeso.2015.03.021
10.1016/j.micromeso.2015.04.005, 10.1016j.micromeso.2015.04.005
10.1016/j.micromeso.2015.04.023, 10.1016j.micromeso.2015.04.023
10.1016/j.micromeso.2015.04.036, 10.1016j.micromeso.2015.04.036
10.1016/j.micromeso.2015.05.008, 10.1016j.micromeso.2015.05.008
10.1016/j.micromeso.2015.05.014, 10.1016j.micromeso.2015.05.014
10.1016/j.micromeso.2015.05.025, 10.1016j.micromeso.2015.05.025
10.1016/j.micromeso.2015.05.030, 10.1016j.micromeso.2015.05.030
10.1016/j.micromeso.2015.05.036, 10.1016j.micromeso.2015.05.036
10.1016/j.micromeso.2015.05.044, 10.1016j.micromeso.2015.05.044
10.1016/j.micromeso.2015.07.013, 10.1016j.micromeso.2015.07.013
10.1016/j.micromeso.2016.01.030, 10.1016j.micromeso.2016.01.030
10.1016/j.micromeso.2016.10.002, 10.1016j.micromeso.2016.10.002
10.1016/j.micromeso.2016.10.022, 10.1016j.micromeso.2016.10.022
10.1016/j.micromeso.2016.12.015, 10.1016j.micromeso.2016.12.015
10.1016/j.micromeso.2017.03.032, 10.1016j.micromeso.2017.03.032
10.1016/j.micromeso.2017.09.004, 10.1016j.micromeso.2017.09.004
10.1016/j.micromeso.2018.12.002, 10.1016j.micromeso.2018.12.002
10.1016/j.molcata.2013.12.005, 10.1016j.molcata.2013.12.005
10.1016/j.molcata.2014.10.030, 10.1016j.molcata.2014.10.030
10.1016/j.molcata.2015.01.014, 10.1016j.molcata.2015.01.014
10.1016/j.molcata.2015.01.018, 10.1016j.molcata.2015.01.018
10.1016/j.molcata.2015.02.007, 10.1016j.molcata.2015.02.007
10.1016/j.molcata.2015.05.007, 10.1016j.molcata.2015.05.007
10.1016/j.molcata.2015.09.025, 10.1016j.molcata.2015.09.025
10.1016/j.molliq.2015.02.009, 10.1016j.molliq.2015.02.009
10.1016/j.molliq.2016.10.079, 10.1016j.molliq.2016.10.079
10.1016/j.molliq.2016.12.048, 10.1016j.molliq.2016.12.048
10.1016/j.molliq.2017.01.039, 10.1016j.molliq.2017.01.039
10.1016/j.molliq.2017.01.110, 10.1016j.molliq.2017.01.110
10.1016/j.molliq.2017.02.103, 10.1016j.molliq.2017.02.103
10.1016/j.molliq.2017.08.129, 10.1016j.molliq.2017.08.129
10.1016/j.molliq.2017.09.112, 10.1016j.molliq.2017.09.112
10.1016/j.molliq.2017.09.117, 10.1016j.molliq.2017.09.117
10.1016/j.molstruc.2015.08.020, 10.1016j.molstruc.2015.08.020
10.1016/j.molstruc.2017.04.099, 10.1016j.molstruc.2017.04.099
10.1016/j.mseb.2003.10.095, 10.1016j.mseb.2003.10.095
10.1016/j.mssp.2015.03.025, 10.1016j.mssp.2015.03.025
10.1016/j.nanoen.2013.02.007, 10.1016j.nanoen.2013.02.007
10.1016/j.nanoen.2015.03.006, 10.1016j.nanoen.2015.03.006
10.1016/j.pce.2017.05.005, 10.1016j.pce.2017.05.005
10.1016/j.petrol.2017.09.038, 10.1016j.petrol.2017.09.038
10.1016/j.physb.2013.09.057, 10.1016j.physb.2013.09.057
10.1016/j.physe.2013.10.024, 10.1016j.physe.2013.10.024
10.1016/j.poly.2006.09.008, 10.1016j.poly.2006.09.008
10.1016/j.poly.2009.04.025, 10.1016j.poly.2009.04.025
10.1016/j.poly.2012.05.043, 10.1016j.poly.2012.05.043
10.1016/j.poly.2012.09.018, 10.1016j.poly.2012.09.018
10.1016/j.poly.2013.09.002, 10.1016j.poly.2013.09.002
10.1016/j.poly.2015.01.031, 10.1016j.poly.2015.01.031
10.1016/j.polymer.2012.12.015, 10.1016j.polymer.2012.12.015
10.1016/j.polymer.2013.09.001, 10.1016j.polymer.2013.09.001
10.1016/j.powtec.2013.07.034, 10.1016j.powtec.2013.07.034
10.1016/j.powtec.2013.09.013, 10.1016j.powtec.2013.09.013
10.1016/j.powtec.2014.08.062, 10.1016j.powtec.2014.08.062
10.1016/j.powtec.2015.06.016, 10.1016j.powtec.2015.06.016
10.1016/j.procs.2011.04.128, 10.1016j.procs.2011.04.128
10.1016/j.proeng.2011.11.2149, 10.1016j.proeng.2011.11.2149
10.1016/j.proeng.2017.07.057, 10.1016j.proeng.2017.07.057
10.1016/j.psep.2016.11.025, 10.1016j.psep.2016.11.025
10.1016/j.psep.2017.01.002, 10.1016j.psep.2017.01.002
10.1016/j.psep.2017.02.008, 10.1016j.psep.2017.02.008
10.1016/j.psep.2017.03.020, 10.1016j.psep.2017.03.020
10.1016/j.psep.2017.03.036, 10.1016j.psep.2017.03.036
10.1016/j.psep.2017.04.013, 10.1016j.psep.2017.04.013
10.1016/j.renene.2010.01.012, 10.1016j.renene.2010.01.012
10.1016/j.rinp.2016.12.014, 10.1016j.rinp.2016.12.014
10.1016/j.scitotenv.2017.05.219, 10.1016j.scitotenv.2017.05.219
10.1016/j.scriptamat.2007.09.024, 10.1016j.scriptamat.2007.09.024
10.1016/j.seppur.2006.11.004, 10.1016j.seppur.2006.11.004
10.1016/j.seppur.2006.11.007, 10.1016j.seppur.2006.11.007
10.1016/j.seppur.2007.07.050, 10.1016j.seppur.2007.07.050
10.1016/j.seppur.2008.10.022, 10.1016j.seppur.2008.10.022
10.1016/j.seppur.2009.01.015, 10.1016j.seppur.2009.01.015
10.1016/j.seppur.2011.09.041, 10.1016j.seppur.2011.09.041
10.1016/j.seppur.2011.11.031, 10.1016j.seppur.2011.11.031
10.1016/j.seppur.2012.02.023, 10.1016j.seppur.2012.02.023
10.1016/j.seppur.2012.04.032, 10.1016j.seppur.2012.04.032
10.1016/j.seppur.2012.10.009, 10.1016j.seppur.2012.10.009
10.1016/j.seppur.2013.03.009, 10.1016j.seppur.2013.03.009
10.1016/j.seppur.2013.03.042, 10.1016j.seppur.2013.03.042
10.1016/j.seppur.2013.04.033, 10.1016j.seppur.2013.04.033
10.1016/j.seppur.2014.01.048, 10.1016j.seppur.2014.01.048
10.1016/j.seppur.2014.08.021, 10.1016j.seppur.2014.08.021
10.1016/j.seppur.2014.11.040, 10.1016j.seppur.2014.11.040
10.1016/j.seppur.2015.03.041, 10.1016j.seppur.2015.03.041
10.1016/j.seppur.2015.06.012, 10.1016j.seppur.2015.06.012
10.1016/j.seppur.2015.10.037, 10.1016j.seppur.2015.10.037
10.1016/j.seppur.2016.11.034, 10.1016j.seppur.2016.11.034
10.1016/j.seppur.2017.01.054, 10.1016j.seppur.2017.01.054
10.1016/j.seppur.2017.02.009, 10.1016j.seppur.2017.02.009
10.1016/j.seppur.2017.03.036, 10.1016j.seppur.2017.03.036
10.1016/j.seppur.2017.06.041, 10.1016j.seppur.2017.06.041
10.1016/j.seppur.2017.06.042, 10.1016j.seppur.2017.06.042
10.1016/j.seppur.2018.01.013, 10.1016j.seppur.2018.01.013
10.1016/j.seppur.2019.115850, 10.1016j.seppur.2019.115850
10.1016/j.serj.2017.01.004, 10.1016j.serj.2017.01.004
10.1016/j.snb.2014.05.051, 10.1016j.snb.2014.05.051
10.1016/j.solidstatesciences.2011.05.006, 10.1016j.solidstatesciences.2011.05.006
10.1016/j.solidstatesciences.2012.07.011, 10.1016j.solidstatesciences.2012.07.011
10.1016/j.supflu.2016.01.008, 10.1016j.supflu.2016.01.008
10.1016/j.supflu.2017.06.001, 10.1016j.supflu.2017.06.001
10.1016/j.susc.2008.10.054, 10.1016j.susc.2008.10.054
10.1016/j.susmat.2017.04.004, 10.1016j.susmat.2017.04.004
10.1016/j.synthmet.2011.11.015, 10.1016j.synthmet.2011.11.015
10.1016/j.talanta.2014.10.038, 10.1016j.talanta.2014.10.038
10.1016/j.talanta.2015.02.032, 10.1016j.talanta.2015.02.032
10.1016/j.talanta.2015.08.014, 10.1016j.talanta.2015.08.014
10.1016/j.tca.2014.04.016, 10.1016j.tca.2014.04.016
10.1016/j.theochem.2006.09.032, 10.1016j.theochem.2006.09.032
10.1016/j.theochem.2009.01.010, 10.1016j.theochem.2009.01.010
10.1016/j.ultsonch.2016.05.004, 10.1016j.ultsonch.2016.05.004
10.1016/j.ultsonch.2016.12.010, 10.1016j.ultsonch.2016.12.010
10.1016/j.ultsonch.2017.01.038, 10.1016j.ultsonch.2017.01.038
10.1016/j.ultsonch.2017.04.030, 10.1016j.ultsonch.2017.04.030
10.1016/s0008-6223(00)00205-0, 10.1016s0008622300002050
10.1016/s0008-6223(03)00202-1, 10.1016s0008622303002021
10.1016/S0008-6223(03)00304-X, 10.1016s000862230300304x
10.1016/s0008-6223(96)00082-6, 10.1016s0008622396000826
10.1016/s0008-6223(97)00124-3, 10.1016s0008622397001243
10.1016/s0008-6223(98)00139-0, 10.1016s0008622398001390
10.1016/s0008-6223(98)00178-x, 10.1016s000862239800178x
10.1016/s0008-6223(98)00180-8, 10.1016s0008622398001808
10.1016/s0008-6223(99)00143-8, 10.1016s0008622399001438
10.1016/S0009-2509(00)00531-5, 10.1016s0009250900005315
10.1016/S0009-2509(99)00564-3, 10.1016s0009250999005643
10.1016/S0009-2614(00)00910-6, 10.1016s0009261400009106
10.1016/S0009-2614(00)01419-6, 10.1016s0009261400014196
10.1016/s0016-2361(99)00253-7, 10.1016s0016236199002537
10.1016/s0021-8502(03)00366-5, 10.1016s0021850203003665
10.1016/s0039-6028(02)01424-3, 10.1016s0039602802014243
10.1016/S0040-6031(00)00516-5, 10.1016s0040603100005165
10.1016/S0040-6031(03)00133-3, 10.1016s0040603103001333
10.1016/s0040-6031(99)00375-5, 10.1016s0040603199003755
10.1016/s0166-5162(02)00078-2, 10.1016s0166516202000782
10.1016/s0166-5162(99)00032-4, 10.1016s0166516299000324
10.1016/S0167-2991(02)80202-6, 10.1016s0167299102802026
10.1016/S0167-2991(02)80329-9, 10.1016s0167299102803299
10.1016/S0167-2991(05)80435-5, 10.1016s0167299105804355
10.1016/S0167-2991(05)80453-7, 10.1016s0167299105804537
10.1016/s0167-2991(08)63564-8, 10.1016s0167299108635648
10.1016/S0167-2991(08)80275-3, 10.1016s0167299108802753
10.1016/S0167-2991(08)80290-X, 10.1016s016729910880290x
10.1016/S0169-4332(02)00052-1, 10.1016s0169433202000521
10.1016/s0169-4332(02)00059-4, 10.1016s0169433202000594
10.1016/s0255-2701(98)00038-5, 10.1016s0255270198000385
10.1016/S0277-5387(01)00594-0, 10.1016s0277538701005940
10.1016/s0301-0104(03)00316-1, 10.1016s0301010403003161
10.1016/s0375-6742(03)00122-5, 10.1016s0375674203001225
10.1016/S1003-6326(14)63521-4, 10.1016s1003632614635214
10.1016/S1003-9953(06)60030-3, 10.1016s1003995306600303
10.1016/S1003-9953(11)60374-5, 10.1016s1003995311603745
10.1016/S1003-9953(11)60419-2, 10.1016s1003995311604192
10.1016/S1004-9541(07)60095-0, 10.1016s1004954107600950
10.1016/S1383-5866(02)00012-6, 10.1016s1383586602000126
10.1016/s1383-5866(02)00078-3, 10.1016s1383586602000783
10.1016/s1383-5866(03)00191-6, 10.1016s1383586603001916
10.1016/S1387-1811(01)00355-9, 10.1016s1387181101003559
10.1016/S1387-1811(01)00359-6, 10.1016s1387181101003596
10.1016/S1387-1811(02)00428-6, 10.1016s1387181102004286
10.1016/S1387-1811(03)00393-7, 10.1016s1387181103003937
10.1016/s1387-1811(98)00109-7, 10.1016s1387181198001097
10.1016/S1872-1508(06)60001-6, 10.1016s1872150806600016
10.1016/S1872-2067(11)60475-0, 10.1016s1872206711604750
10.1016/s1872-2067(14)60292-8, 10.1016s1872206714602928
10.1016/s1872-2067(15)60972-x, 10.1016s187220671560972x
10.1016/S1872-5805(15)60205-0, 10.1016s1872580515602050
10.1016/S2095-4956(14)60171-6, 10.1016s2095495614601716
10.1016/S2095-4956(14)60173-X, 10.1016s209549561460173x
10.1016/S2095-4956(14)60178-9, 10.1016s2095495614601789
10.1021/acs.accounts.5b00349, 10.1021acs.accounts.5b00349
10.1021/acs.analchem.5b00391, 10.1021acs.analchem.5b00391
10.1021/acs.cgd.5b00218, 10.1021acs.cgd.5b00218
10.1021/acs.cgd.5b00358, 10.1021acs.cgd.5b00358
10.1021/acs.cgd.5b00473, 10.1021acs.cgd.5b00473
10.1021/acs.cgd.5b00634, 10.1021acs.cgd.5b00634
10.1021/acs.cgd.5b00675, 10.1021acs.cgd.5b00675
10.1021/acs.cgd.5b00746, 10.1021acs.cgd.5b00746
10.1021/acs.cgd.6b01054, 10.1021acs.cgd.6b01054
10.1021/acs.chemmater.5b00084, 10.1021acs.chemmater.5b00084
10.1021/acs.chemmater.5b00665, 10.1021acs.chemmater.5b00665
10.1021/acs.chemmater.5b02211, 10.1021acs.chemmater.5b02211
10.1021/acs.chemmater.9b02322, 10.1021acs.chemmater.9b02322
10.1021/acs.energyfuels.5b00975, 10.1021acs.energyfuels.5b00975
10.1021/acs.energyfuels.6b00664, 10.1021acs.energyfuels.6b00664
10.1021/acs.energyfuels.6b03116, 10.1021acs.energyfuels.6b03116
10.1021/acs.energyfuels.6b03144, 10.1021acs.energyfuels.6b03144
10.1021/acs.energyfuels.7b01013, 10.1021acs.energyfuels.7b01013
10.1021/acs.energyfuels.7b02671, 10.1021acs.energyfuels.7b02671
10.1021/acs.energyfuels.7b03429, 10.1021acs.energyfuels.7b03429
10.1021/acs.energyfuels.8b03637, 10.1021acs.energyfuels.8b03637
10.1021/acs.est.6b05576, 10.1021acs.est.6b05576
10.1021/acs.est.7b02900, 10.1021acs.est.7b02900
10.1021/acs.iecr.5b00089, 10.1021acs.iecr.5b00089
10.1021/acs.iecr.5b00458, 10.1021acs.iecr.5b00458
10.1021/acs.iecr.5b01305, 10.1021acs.iecr.5b01305
10.1021/acs.iecr.5b01608, 10.1021acs.iecr.5b01608
10.1021/acs.iecr.5b03509, 10.1021acs.iecr.5b03509
10.1021/acs.iecr.5b03517, 10.1021acs.iecr.5b03517
10.1021/acs.iecr.5b04061, 10.1021acs.iecr.5b04061
10.1021/acs.iecr.5b04531, 10.1021acs.iecr.5b04531
10.1021/acs.iecr.5b04570, 10.1021acs.iecr.5b04570
10.1021/acs.iecr.5b04985, 10.1021acs.iecr.5b04985
10.1021/acs.iecr.6b00172, 10.1021acs.iecr.6b00172
10.1021/acs.iecr.6b00774, 10.1021acs.iecr.6b00774
10.1021/acs.iecr.6b01560, 10.1021acs.iecr.6b01560
10.1021/acs.iecr.6b02175, 10.1021acs.iecr.6b02175
10.1021/acs.iecr.6b03525, 10.1021acs.iecr.6b03525
10.1021/acs.iecr.6b04919, 10.1021acs.iecr.6b04919
10.1021/acs.iecr.6b05064, 10.1021acs.iecr.6b05064
10.1021/acs.iecr.7b00229, 10.1021acs.iecr.7b00229
10.1021/acs.iecr.7b00517, 10.1021acs.iecr.7b00517
10.1021/acs.iecr.7b00763, 10.1021acs.iecr.7b00763
10.1021/acs.iecr.7b00862, 10.1021acs.iecr.7b00862
10.1021/acs.iecr.7b01101, 10.1021acs.iecr.7b01101
10.1021/acs.iecr.7b01523, 10.1021acs.iecr.7b01523
10.1021/acs.iecr.7b01536, 10.1021acs.iecr.7b01536
10.1021/acs.iecr.7b01556, 10.1021acs.iecr.7b01556
10.1021/acs.iecr.7b02314, 10.1021acs.iecr.7b02314
10.1021/acs.iecr.7b02579, 10.1021acs.iecr.7b02579
10.1021/acs.iecr.7b03008, 10.1021acs.iecr.7b03008
10.1021/acs.iecr.7b04391, 10.1021acs.iecr.7b04391
10.1021/acs.iecr.7b05260, 10.1021acs.iecr.7b05260
10.1021/acs.iecr.8b00719, 10.1021acs.iecr.8b00719
10.1021/acs.iecr.9b00022, 10.1021acs.iecr.9b00022
10.1021/acs.iecr.9b00183, 10.1021acs.iecr.9b00183
10.1021/acs.iecr.9b00997, 10.1021acs.iecr.9b00997
10.1021/acs.inorgchem.5b00194, 10.1021acs.inorgchem.5b00194
10.1021/acs.inorgchem.5b00206, 10.1021acs.inorgchem.5b00206
10.1021/acs.inorgchem.5b00316, 10.1021acs.inorgchem.5b00316
10.1021/acs.inorgchem.5b00335, 10.1021acs.inorgchem.5b00335
10.1021/acs.inorgchem.5b00435, 10.1021acs.inorgchem.5b00435
10.1021/acs.inorgchem.5b00561, 10.1021acs.inorgchem.5b00561
10.1021/acs.inorgchem.5b00592, 10.1021acs.inorgchem.5b00592
10.1021/acs.inorgchem.5b00722, 10.1021acs.inorgchem.5b00722
10.1021/acs.inorgchem.5b01053, 10.1021acs.inorgchem.5b01053
10.1021/acs.inorgchem.5b01232, 10.1021acs.inorgchem.5b01232
10.1021/acs.inorgchem.5b01278, 10.1021acs.inorgchem.5b01278
10.1021/acs.inorgchem.5b01311, 10.1021acs.inorgchem.5b01311
10.1021/acs.inorgchem.5b02046, 10.1021acs.inorgchem.5b02046
10.1021/acs.inorgchem.5b02207, 10.1021acs.inorgchem.5b02207
10.1021/acs.inorgchem.6b02332, 10.1021acs.inorgchem.6b02332
10.1021/acs.inorgchem.7b02443, 10.1021acs.inorgchem.7b02443
10.1021/acs.jced.1c00787, 10.1021acs.jced.1c00787
10.1021/acs.jced.1c00897, 10.1021acs.jced.1c00897
10.1021/acs.jced.1c00900, 10.1021acs.jced.1c00900
10.1021/acs.jced.1c00904, 10.1021acs.jced.1c00904
10.1021/acs.jced.1c00921, 10.1021acs.jced.1c00921
10.1021/acs.jced.1c00942, 10.1021acs.jced.1c00942
10.1021/acs.jced.2c00063, 10.1021acs.jced.2c00063
10.1021/acs.jced.2c00086, 10.1021acs.jced.2c00086
10.1021/acs.jced.5b00321, 10.1021acs.jced.5b00321
10.1021/acs.jced.5b00844, 10.1021acs.jced.5b00844
10.1021/acs.jced.6b00209, 10.1021acs.jced.6b00209
10.1021/acs.jced.6b00245, 10.1021acs.jced.6b00245
10.1021/acs.jced.6b00294, 10.1021acs.jced.6b00294
10.1021/acs.jced.6b00301, 10.1021acs.jced.6b00301
10.1021/acs.jced.6b00312, 10.1021acs.jced.6b00312
10.1021/acs.jced.6b00374, 10.1021acs.jced.6b00374
10.1021/acs.jced.6b00394, 10.1021acs.jced.6b00394
10.1021/acs.jced.6b00420, 10.1021acs.jced.6b00420
10.1021/acs.jced.6b00604, 10.1021acs.jced.6b00604
10.1021/acs.jced.6b01029, 10.1021acs.jced.6b01029
10.1021/acs.jced.9b00770, 10.1021acs.jced.9b00770
10.1021/acs.jctc.5b00093, 10.1021acs.jctc.5b00093
10.1021/acs.jpcc.5b01519, 10.1021acs.jpcc.5b01519
10.1021/acs.jpcc.5b02069, 10.1021acs.jpcc.5b02069
10.1021/acs.jpcc.5b02359, 10.1021acs.jpcc.5b02359
10.1021/acs.jpcc.5b02403, 10.1021acs.jpcc.5b02403
10.1021/acs.jpcc.5b02768, 10.1021acs.jpcc.5b02768
10.1021/acs.jpcc.5b02861, 10.1021acs.jpcc.5b02861
10.1021/acs.jpcc.5b03700, 10.1021acs.jpcc.5b03700
10.1021/acs.jpcc.5b06660, 10.1021acs.jpcc.5b06660
10.1021/acs.jpcc.5b09520, 10.1021acs.jpcc.5b09520
10.1021/acs.jpcc.5b10552, 10.1021acs.jpcc.5b10552
10.1021/acs.jpcc.6b07493, 10.1021acs.jpcc.6b07493
10.1021/acs.jpcc.6b09224, 10.1021acs.jpcc.6b09224
10.1021/acs.jpcc.6b10363, 10.1021acs.jpcc.6b10363
10.1021/acs.jpcc.6b11577, 10.1021acs.jpcc.6b11577
10.1021/acs.jpcc.6b11808, 10.1021acs.jpcc.6b11808
10.1021/acs.jpcc.7b01925, 10.1021acs.jpcc.7b01925
10.1021/acs.jpcc.7b03459, 10.1021acs.jpcc.7b03459
10.1021/acs.jpcc.7b04213, 10.1021acs.jpcc.7b04213
10.1021/acs.jpcc.7b04405, 10.1021acs.jpcc.7b04405
10.1021/acs.jpcc.7b07796, 10.1021acs.jpcc.7b07796
10.1021/acs.jpcc.7b08239, 10.1021acs.jpcc.7b08239
10.1021/acs.jpcc.7b08856, 10.1021acs.jpcc.7b08856
10.1021/acs.jpcc.8b04152, 10.1021acs.jpcc.8b04152
10.1021/acs.jpclett.5b00893, 10.1021acs.jpclett.5b00893
10.1021/acs.jpclett.7b01205, 10.1021acs.jpclett.7b01205
10.1021/acs.langmuir.5b00655, 10.1021acs.langmuir.5b00655
10.1021/acs.langmuir.5b00833, 10.1021acs.langmuir.5b00833
10.1021/acs.langmuir.5b01171, 10.1021acs.langmuir.5b01171
10.1021/acs.langmuir.5b01193, 10.1021acs.langmuir.5b01193
10.1021/acs.langmuir.5b01664, 10.1021acs.langmuir.5b01664
10.1021/acs.langmuir.5b02390, 10.1021acs.langmuir.5b02390
10.1021/acs.langmuir.5b02907, 10.1021acs.langmuir.5b02907
10.1021/acs.langmuir.5b04185, 10.1021acs.langmuir.5b04185
10.1021/acs.langmuir.6b01669, 10.1021acs.langmuir.6b01669
10.1021/acs.langmuir.6b02814, 10.1021acs.langmuir.6b02814
10.1021/acs.langmuir.7b02097, 10.1021acs.langmuir.7b02097
10.1021/acs.langmuir.7b02492, 10.1021acs.langmuir.7b02492
10.1021/acs.langmuir.7b02686, 10.1021acs.langmuir.7b02686
10.1021/acsami.5b04109, 10.1021acsami.5b04109
10.1021/acsami.5b04842, 10.1021acsami.5b04842
10.1021/acsami.5b05456, 10.1021acsami.5b05456
10.1021/acsami.5b07665, 10.1021acsami.5b07665
10.1021/acsami.5b07953, 10.1021acsami.5b07953
10.1021/acsami.6b00608, 10.1021acsami.6b00608
10.1021/acsami.6b14835, 10.1021acsami.6b14835
10.1021/acsami.6b16414, 10.1021acsami.6b16414
10.1021/acsami.7b01889, 10.1021acsami.7b01889
10.1021/acsami.7b09648, 10.1021acsami.7b09648
10.1021/acsami.7b13437, 10.1021acsami.7b13437
10.1021/acsami.8b13362, 10.1021acsami.8b13362
10.1021/acsnano.5b03400, 10.1021acsnano.5b03400
10.1021/acsomega.6b00304, 10.1021acsomega.6b00304
10.1021/acsomega.6b00450, 10.1021acsomega.6b00450
10.1021/acssuschemeng.6b02034, 10.1021acssuschemeng.6b02034
10.1021/acssuschemeng.6b02564, 10.1021acssuschemeng.6b02564
10.1021/acssuschemeng.7b01717, 10.1021acssuschemeng.7b01717
10.1021/acssuschemeng.7b02186, 10.1021acssuschemeng.7b02186
10.1021/acssuschemeng.7b02604, 10.1021acssuschemeng.7b02604
10.1021/Am3013104, 10.1021am3013104
10.1021/Am302359b, 10.1021am302359b
10.1021/Am303089g, 10.1021am303089g
10.1021/Am4019675, 10.1021am4019675
10.1021/am403810j, 10.1021am403810j
10.1021/am404952z, 10.1021am404952z
10.1021/Am5028346, 10.1021am5028346
10.1021/am506793b, 10.1021am506793b
10.1021/am508799d, 10.1021am508799d
10.1021/Ar0401606, 10.1021ar0401606
10.1021/Ar1000617, 10.1021ar1000617
10.1021/Ar100112y, 10.1021ar100112y
10.1021/ar500272n, 10.1021ar500272n
10.1021/ar5003126, 10.1021ar5003126
10.1021/ba-1973-0121.ch030, 10.1021ba19730121.ch030
10.1021/Cg060829a, 10.1021cg060829a
10.1021/Cg070144q, 10.1021cg070144q
10.1021/Cg070468e, 10.1021cg070468e
10.1021/cg070602v, 10.1021cg070602v
10.1021/Cg070640e, 10.1021cg070640e
10.1021/Cg100046j, 10.1021cg100046j
10.1021/Cg100078b, 10.1021cg100078b
10.1021/Cg100183y, 10.1021cg100183y
10.1021/Cg1003726, 10.1021cg1003726
10.1021/Cg100646e, 10.1021cg100646e
10.1021/Cg101130m, 10.1021cg101130m
10.1021/Cg101222w, 10.1021cg101222w
10.1021/cg101414x, 10.1021cg101414x
10.1021/Cg200043a, 10.1021cg200043a
10.1021/Cg2002095, 10.1021cg2002095
10.1021/Cg2002157, 10.1021cg2002157
10.1021/Cg2002223, 10.1021cg2002223
10.1021/Cg200271e, 10.1021cg200271e
10.1021/Cg2004672, 10.1021cg2004672
10.1021/Cg200579j, 10.1021cg200579j
10.1021/Cg201030u, 10.1021cg201030u
10.1021/Cg201054f, 10.1021cg201054f
10.1021/Cg201136k, 10.1021cg201136k
10.1021/Cg2014896, 10.1021cg2014896
10.1021/Cg201552g, 10.1021cg201552g
10.1021/cg201594p, 10.1021cg201594p
10.1021/Cg3001009, 10.1021cg3001009
10.1021/Cg300297p, 10.1021cg300297p
10.1021/cg300552w, 10.1021cg300552w
10.1021/Cg300686n, 10.1021cg300686n
10.1021/Cg3008443, 10.1021cg3008443
10.1021/Cg3013574, 10.1021cg3013574
10.1021/Cg3014317, 10.1021cg3014317
10.1021/Cg301577a, 10.1021cg301577a
10.1021/Cg3017563, 10.1021cg3017563
10.1021/Cg4000318, 10.1021cg4000318
10.1021/Cg400096e, 10.1021cg400096e
10.1021/Cg400382k, 10.1021cg400382k
10.1021/Cg4004438, 10.1021cg4004438
10.1021/Cg400449c, 10.1021cg400449c
10.1021/Cg400587j, 10.1021cg400587j
10.1021/Cg4009224, 10.1021cg4009224
10.1021/Cg400948e, 10.1021cg400948e
10.1021/Cg401122u, 10.1021cg401122u
10.1021/Cg401180r, 10.1021cg401180r
10.1021/Cg4012058, 10.1021cg4012058
10.1021/Cg401304x, 10.1021cg401304x
10.1021/Cg401613w, 10.1021cg401613w
10.1021/Cg401802s, 10.1021cg401802s
10.1021/Cg500190h, 10.1021cg500190h
10.1021/Cg500235j, 10.1021cg500235j
10.1021/Cg500269h, 10.1021cg500269h
10.1021/Cg500942g, 10.1021cg500942g
10.1021/Cg500975j, 10.1021cg500975j
10.1021/cg500978s, 10.1021cg500978s
10.1021/cg501324r, 10.1021cg501324r
10.1021/cg501690b, 10.1021cg501690b
10.1021/cg5017005, 10.1021cg5017005
10.1021/cg501758a, 10.1021cg501758a
10.1021/cg5018104, 10.1021cg5018104
10.1021/Cg800181q, 10.1021cg800181q
10.1021/Cg800204q, 10.1021cg800204q
10.1021/Cg800289c, 10.1021cg800289c
10.1021/Cg800987f, 10.1021cg800987f
10.1021/Cg801321e, 10.1021cg801321e
10.1021/Cg900518s, 10.1021cg900518s
10.1021/Cg900797y, 10.1021cg900797y
10.1021/Cg901128k, 10.1021cg901128k
10.1021/Cg901312t, 10.1021cg901312t
10.1021/Cg9013812, 10.1021cg9013812
10.1021/Cg9014948, 10.1021cg9014948
10.1021/Cm052427g, 10.1021cm052427g
10.1021/Cm061177g, 10.1021cm061177g
10.1021/Cm0614057, 10.1021cm0614057
10.1021/Cm1012119, 10.1021cm1012119
10.1021/Cm101410h, 10.1021cm101410h
10.1021/Cm101943e, 10.1021cm101943e
10.1021/Cm102921y, 10.1021cm102921y
10.1021/Cm103644b, 10.1021cm103644b
10.1021/Cm2004352, 10.1021cm2004352
10.1021/Cm2008889, 10.1021cm2008889
10.1021/Cm202554j, 10.1021cm202554j
10.1021/Cm300450x, 10.1021cm300450x
10.1021/Cm3006953, 10.1021cm3006953
10.1021/Cm301322b, 10.1021cm301322b
10.1021/Cm301726k, 10.1021cm301726k
10.1021/Cm302610z, 10.1021cm302610z
10.1021/Cm303072n, 10.1021cm303072n
10.1021/Cm303830b, 10.1021cm303830b
10.1021/Cm4020942, 10.1021cm4020942
10.1021/Cm4025843, 10.1021cm4025843
10.1021/Cm4034319, 10.1021cm4034319
10.1021/Cm404239s, 10.1021cm404239s
10.1021/Cm502189c, 10.1021cm502189c
10.1021/Cm502304e, 10.1021cm502304e
10.1021/Cm502399q, 10.1021cm502399q
10.1021/cm503640c, 10.1021cm503640c
10.1021/cm5042293, 10.1021cm5042293
10.1021/cm5045732, 10.1021cm5045732
10.1021/Cm7026509, 10.1021cm7026509
